user_id,date,description,category,type,amount,month,category_id
2,2024-10-31,Beli perlengkapan rumah,Shopping,expense,482698.25,2024-10,3
2,2024-10-21,Pendapatan jasa freelance,Business,income,436784.88,2024-10,9
2,2024-10-01,Naik TransJakarta,Transportation,expense,490185.18,2024-10,2
2,2024-10-17,Gaji bulanan Oktober,Salary,income,120641.67,2024-10,8
2,2024-10-26,Pendapatan toko online,Business,income,266567.12,2024-10,9
2,2024-10-22,Main game online,Entertainment,expense,85621.23,2024-10,5
2,2024-10-13,Beli suplemen,Health & Medical,expense,498651.95,2024-10,6
2,2024-10-07,Pendapatan jasa freelance,Business,income,368552.74,2024-10,9
2,2024-10-05,Belanja di minimarket,Shopping,expense,284628.22,2024-10,3
2,2024-10-27,Biaya admin bank,Other Expense,expense,83003.21,2024-10,12
2,2024-10-22,Refund pembelian,Other Income,income,49317.38,2024-10,11
2,2024-10-31,Makan malam di restoran sunda,Food & Dining,expense,398965.39,2024-10,1
2,2024-10-18,Belanja di Shopee,Shopping,expense,148428.1,2024-10,3
2,2024-10-06,Biaya parkir,Other Expense,expense,81434.91,2024-10,12
2,2024-10-22,Beli pakaian di H&M,Shopping,expense,380652.09,2024-10,3
2,2024-10-16,Beli smartphone baru,Shopping,expense,327788.06,2024-10,3
2,2024-10-17,Pendapatan toko online,Business,income,164311.12,2024-10,9
2,2024-10-24,Beli obat di Kimia Farma,Health & Medical,expense,243507.13,2024-10,6
2,2024-10-05,Kursus online desain,Education,expense,452063.03,2024-10,7
2,2024-10-01,Potongan saldo e-wallet,Other Expense,expense,39331.04,2024-10,12
2,2024-10-28,Beli ayam geprek,Food & Dining,expense,189452.5,2024-10,1
2,2024-10-09,Potongan saldo e-wallet,Other Expense,expense,410458.88,2024-10,12
2,2024-10-07,Beli obat di Kimia Farma,Health & Medical,expense,98629.0,2024-10,6
2,2024-10-07,Bayar parkir mall,Transportation,expense,338431.62,2024-10,2
2,2024-10-31,Belanja di Shopee,Shopping,expense,127833.44,2024-10,3
2,2024-10-18,Gaji bulanan Oktober,Salary,income,198727.87,2024-10,8
2,2024-10-12,Beli alat tulis kantor,Education,expense,240505.64,2024-10,7
2,2024-10-21,Biaya admin bank,Other Expense,expense,484846.64,2024-10,12
2,2024-10-18,Biaya parkir,Other Expense,expense,468858.66,2024-10,12
2,2024-10-29,Hadiah ulang tahun keluarga,Gift & Donation,expense,64046.53,2024-10,10
2,2024-10-03,Bayar air PDAM,Bills & Utilities,expense,75609.37,2024-10,4
2,2024-10-07,Konsultasi dokter,Health & Medical,expense,75270.57,2024-10,6
2,2024-10-31,Bunga deposito,Other Income,income,110863.65,2024-10,11
2,2024-10-05,Beli buku kuliah,Education,expense,282513.65,2024-10,7
2,2024-10-10,Refund pembelian,Other Income,income,398936.35,2024-10,11
2,2024-10-16,Biaya parkir,Other Expense,expense,211184.88,2024-10,12
2,2024-10-27,Komisi penjualan,Business,income,445633.64,2024-10,9
2,2024-10-04,Perawatan gigi di klinik,Health & Medical,expense,492658.99,2024-10,6
2,2024-10-12,Belanja di minimarket,Shopping,expense,126843.88,2024-10,3
2,2024-10-19,Gaji bulan Desember,Salary,income,312099.75,2024-10,8
2,2024-10-11,Pesan GrabFood sate ayam,Food & Dining,expense,341610.22,2024-10,1
2,2024-10-12,Langganan Disney+,Entertainment,expense,241274.32,2024-10,5
2,2024-10-31,Pendapatan jasa freelance,Business,income,414063.46,2024-10,9
2,2024-10-03,Top up e-toll,Transportation,expense,162443.84,2024-10,2
2,2024-10-30,Donasi ke masjid,Gift & Donation,expense,53720.14,2024-10,10
2,2024-10-26,Bonus kerja akhir tahun,Salary,income,72222.68,2024-10,8
2,2024-10-20,Refund pembelian,Other Income,income,480526.53,2024-10,11
2,2024-10-29,Bonus kerja akhir tahun,Salary,income,30543.85,2024-10,8
2,2024-10-13,Konsultasi dokter,Health & Medical,expense,32760.01,2024-10,6
2,2024-10-09,Isi bensin mobil,Transportation,expense,276688.3,2024-10,2
2,2024-10-03,Beli ayam geprek,Food & Dining,expense,379486.75,2024-10,1
2,2024-10-31,Zakat penghasilan,Gift & Donation,expense,77443.87,2024-10,10
2,2024-10-16,Konsultasi dokter,Health & Medical,expense,167375.69,2024-10,6
2,2024-10-15,Langganan internet Biznet,Bills & Utilities,expense,364142.68,2024-10,4
2,2024-10-17,Biaya admin bank,Other Expense,expense,212018.51,2024-10,12
2,2024-10-08,Perawatan gigi di klinik,Health & Medical,expense,39816.49,2024-10,6
2,2024-10-25,Donasi ke masjid,Gift & Donation,expense,230491.0,2024-10,10
2,2024-10-13,Naik TransJakarta,Transportation,expense,248629.15,2024-10,2
2,2024-10-31,Bonus kerja akhir tahun,Salary,income,27847.68,2024-10,8
2,2024-10-17,Isi pulsa,Bills & Utilities,expense,370514.69,2024-10,4
2,2024-10-28,Gaji bulanan Oktober,Salary,income,161442.72,2024-10,8
2,2024-10-14,Komisi penjualan,Business,income,148307.74,2024-10,9
2,2024-10-20,Potongan saldo e-wallet,Other Expense,expense,32622.92,2024-10,12
2,2024-10-04,Pendapatan toko online,Business,income,477526.47,2024-10,9
2,2024-10-19,Hadiah ulang tahun keluarga,Gift & Donation,expense,406803.29,2024-10,10
2,2024-10-13,Naik TransJakarta,Transportation,expense,101630.11,2024-10,2
2,2024-10-14,Naik Gojek ke kantor,Transportation,expense,406494.52,2024-10,2
2,2024-10-02,Beli buku kuliah,Education,expense,137271.54,2024-10,7
2,2024-10-30,Nonton bioskop XXI,Entertainment,expense,271866.28,2024-10,5
2,2024-10-30,Beli obat di Kimia Farma,Health & Medical,expense,142568.01,2024-10,6
2,2024-10-21,Ngopi di Janji Jiwa,Food & Dining,expense,359189.39,2024-10,1
2,2024-10-15,Potongan saldo e-wallet,Other Expense,expense,75530.89,2024-10,12
2,2024-10-31,Pendapatan jasa freelance,Business,income,37075.33,2024-10,9
2,2024-10-17,Biaya parkir,Other Expense,expense,423630.03,2024-10,12
2,2024-10-29,Cashback kartu kredit,Other Income,income,479345.94,2024-10,11
2,2024-10-03,Isi pulsa,Bills & Utilities,expense,42566.89,2024-10,4
2,2024-10-01,Beli pakaian di H&M,Shopping,expense,153978.86,2024-10,3
2,2024-10-16,Langganan Apple Music,Entertainment,expense,330248.86,2024-10,5
2,2024-10-24,Langganan Disney+,Entertainment,expense,445093.56,2024-10,5
2,2024-10-17,Pendapatan toko online,Business,income,282777.79,2024-10,9
2,2024-10-27,Zakat penghasilan,Gift & Donation,expense,134234.51,2024-10,10
2,2024-10-18,Makan siang di warteg,Food & Dining,expense,188966.0,2024-10,1
2,2024-10-02,Beli alat tulis kantor,Education,expense,61981.26,2024-10,7
2,2024-10-03,Beli roti di bakery,Food & Dining,expense,205201.88,2024-10,1
2,2024-10-06,Bonus kerja akhir tahun,Salary,income,318815.46,2024-10,8
2,2024-10-17,Bayar air PDAM,Bills & Utilities,expense,288403.51,2024-10,4
2,2024-10-21,Perawatan gigi di klinik,Health & Medical,expense,153885.45,2024-10,6
2,2024-10-01,Cashback kartu kredit,Other Income,income,244692.55,2024-10,11
2,2024-10-05,Beli obat di Kimia Farma,Health & Medical,expense,378958.42,2024-10,6
2,2024-10-27,Zakat penghasilan,Gift & Donation,expense,393900.76,2024-10,10
2,2024-10-26,Bonus kerja akhir tahun,Salary,income,91512.45,2024-10,8
2,2024-10-04,Konsultasi dokter,Health & Medical,expense,257589.36,2024-10,6
2,2024-10-03,Beli pakaian di H&M,Shopping,expense,410914.86,2024-10,3
2,2024-10-22,Biaya parkir,Other Expense,expense,322048.89,2024-10,12
2,2024-10-12,Hadiah ulang tahun keluarga,Gift & Donation,expense,265909.37,2024-10,10
2,2024-10-09,Naik TransJakarta,Transportation,expense,30086.09,2024-10,2
2,2024-10-08,Bayar tagihan listrik,Bills & Utilities,expense,201075.36,2024-10,4
2,2024-10-22,Langganan Apple Music,Entertainment,expense,344221.7,2024-10,5
2,2024-10-18,Donasi ke masjid,Gift & Donation,expense,167301.02,2024-10,10
2,2024-10-24,Beli ayam geprek,Food & Dining,expense,184424.41,2024-10,1
2,2024-10-08,Beli smartphone baru,Shopping,expense,303155.85,2024-10,3
2,2024-10-06,Bunga deposito,Other Income,income,380237.1,2024-10,11
2,2024-10-16,Zakat penghasilan,Gift & Donation,expense,467718.91,2024-10,10
2,2024-10-20,Naik Gojek ke kantor,Transportation,expense,81043.59,2024-10,2
2,2024-10-31,Komisi penjualan,Business,income,90864.04,2024-10,9
2,2024-10-10,Langganan Disney+,Entertainment,expense,233268.82,2024-10,5
2,2024-10-01,Beli smartphone baru,Shopping,expense,324091.4,2024-10,3
2,2024-10-08,Bonus kerja akhir tahun,Salary,income,78313.87,2024-10,8
2,2024-10-28,Perawatan gigi di klinik,Health & Medical,expense,408660.4,2024-10,6
2,2024-10-15,Bayar uang kuliah,Education,expense,230613.81,2024-10,7
2,2024-10-24,Biaya parkir,Other Expense,expense,140438.8,2024-10,12
2,2024-10-28,Hadiah ulang tahun keluarga,Gift & Donation,expense,245359.99,2024-10,10
2,2024-10-18,Konsultasi dokter,Health & Medical,expense,68797.16,2024-10,6
2,2024-10-23,Ngopi di Janji Jiwa,Food & Dining,expense,122396.54,2024-10,1
2,2024-10-23,Main game online,Entertainment,expense,127927.38,2024-10,5
2,2024-10-04,Bunga deposito,Other Income,income,99621.13,2024-10,11
2,2024-10-11,Isi pulsa,Bills & Utilities,expense,81655.55,2024-10,4
2,2024-10-20,Refund pembelian,Other Income,income,209411.05,2024-10,11
2,2024-10-18,Komisi penjualan,Business,income,457748.03,2024-10,9
2,2024-10-30,Bayar uang kuliah,Education,expense,186864.48,2024-10,7
2,2024-10-10,Gaji bulanan Oktober,Salary,income,104301.07,2024-10,8
2,2024-10-07,Pesan GrabFood sate ayam,Food & Dining,expense,318172.5,2024-10,1
2,2024-10-22,Nonton bioskop XXI,Entertainment,expense,426908.41,2024-10,5
2,2024-10-13,Donasi ke masjid,Gift & Donation,expense,233517.83,2024-10,10
2,2024-10-20,Bunga deposito,Other Income,income,346840.67,2024-10,11
2,2024-10-17,Langganan Disney+,Entertainment,expense,403820.11,2024-10,5
2,2024-10-08,Beli suplemen,Health & Medical,expense,421480.67,2024-10,6
2,2024-10-29,Potongan saldo e-wallet,Other Expense,expense,443294.97,2024-10,12
2,2024-10-27,Komisi penjualan,Business,income,404509.41,2024-10,9
2,2024-10-12,Zakat penghasilan,Gift & Donation,expense,188082.35,2024-10,10
2,2024-10-17,Kursus online desain,Education,expense,26479.83,2024-10,7
2,2024-10-30,Beli alat tulis kantor,Education,expense,318950.6,2024-10,7
2,2024-10-13,Konsultasi dokter,Health & Medical,expense,288422.5,2024-10,6
2,2024-10-07,Beli obat di Kimia Farma,Health & Medical,expense,71355.46,2024-10,6
2,2024-10-16,Beli smartphone baru,Shopping,expense,316531.39,2024-10,3
2,2024-10-12,Beli smartphone baru,Shopping,expense,266263.5,2024-10,3
2,2024-10-04,Makan siang di warteg,Food & Dining,expense,60598.07,2024-10,1
2,2024-10-15,Isi bensin mobil,Transportation,expense,210821.23,2024-10,2
2,2024-10-29,Hadiah ulang tahun keluarga,Gift & Donation,expense,325242.45,2024-10,10
2,2024-10-11,Cashback kartu kredit,Other Income,income,219854.57,2024-10,11
2,2024-10-03,Langganan Disney+,Entertainment,expense,66422.25,2024-10,5
2,2024-10-14,Konsultasi dokter,Health & Medical,expense,241245.94,2024-10,6
2,2024-10-07,Naik Gojek ke kantor,Transportation,expense,416831.46,2024-10,2
2,2024-10-06,Komisi penjualan,Business,income,183623.93,2024-10,9
2,2024-10-05,Naik Gojek ke kantor,Transportation,expense,186287.14,2024-10,2
2,2024-10-30,Gaji bulan Desember,Salary,income,476241.24,2024-10,8
2,2024-10-14,Naik TransJakarta,Transportation,expense,401917.55,2024-10,2
2,2024-10-15,Beli pakaian di H&M,Shopping,expense,29884.49,2024-10,3
2,2024-10-02,Beli buku kuliah,Education,expense,232060.37,2024-10,7
2,2024-10-04,Gaji bulan Desember,Salary,income,188742.69,2024-10,8
2,2024-10-21,Beli roti di bakery,Food & Dining,expense,107074.31,2024-10,1
2,2024-10-17,Top up e-toll,Transportation,expense,362179.65,2024-10,2
2,2024-10-31,Isi pulsa,Bills & Utilities,expense,72308.3,2024-10,4
2,2024-10-20,Beli pakaian di H&M,Shopping,expense,431146.84,2024-10,3
